"","HGNC","HGNCGeneName","GeneID","Chromosome","StartBP","EndBP","WidthBP","CanonicalTranscript","ProteinTranscript","SYMBOL","chromosome_name","LowExpressionFlag"
"GeneID:440570","LOC440570","uncharacterized LOC440570","GeneID:440570","KI270713.1",30208,32663,2456,"XR_430574","","LOC440570","1",TRUE
"GeneID:494332","MIR383","microRNA 383","GeneID:494332","8",14853438,14853510,73,"NR_029875","","MIR383","8",TRUE
"GeneID:286177","LOC286177","uncharacterized LOC286177","GeneID:286177","8",57261226,57266611,5386,"NR_038874","","LOC286177","8",TRUE
"GeneID:11156","PTP4A3","protein tyrosine phosphatase type IVA, member 3","GeneID:11156","8",141421388,141432454,11067,"NM_032611","NP_116000","PTP4A3","8",TRUE
"GeneID:57864","SLC46A2","solute carrier family 46, member 2","GeneID:57864","9",112878920,112890913,11994,"NM_033051","NP_149040","SLC46A2","9",FALSE
"GeneID:285766","LOC285766","uncharacterized LOC285766","GeneID:285766","6",181466,205484,24019,"XR_241953","","LOC285766","6",TRUE
"GeneID:55776","SAYSD1","SAYSVFN motif domain containing 1","GeneID:55776","6",39104064,39115089,11026,"NM_018322","NP_060792","SAYSD1","6",FALSE
"GeneID:10804","GJB6","gap junction protein, beta 6, 30kDa","GeneID:10804","13",20221962,20232395,10434,"NM_001110221","NP_001103691","GJB6","13",TRUE
"GeneID:168451","THAP5","THAP domain containing 5","GeneID:168451","7",108562144,108569768,7625,"NM_001130475","NP_001123947","THAP5","7",FALSE
"GeneID:101930416","LOC101930416","myomegalin-like","GeneID:101930416","1",145509061,145510079,1019,"XM_005275858","XP_005275915","LOC101930416",NA,TRUE
"GeneID:9377","COX5A","cytochrome c oxidase subunit Va","GeneID:9377","15",74920275,74938154,17880,"NM_004255","NP_004246","COX5A","15",TRUE
"GeneID:344758","GPR149","G protein-coupled receptor 149","GeneID:344758","3",154337672,154429715,92044,"NM_001038705","NP_001033794","GPR149","3",TRUE
"GeneID:102725183","LOC102725183","uncharacterized LOC102725183","GeneID:102725183","3",189099442,189121781,22340,"XR_431668","","LOC102725183",NA,TRUE
"GeneID:101929401","LOC101929401","uncharacterized LOC101929401","GeneID:101929401","4",102564783,102578032,13250,"XR_244680","","LOC101929401",NA,TRUE
"GeneID:574494","MIR521-1","microRNA 521-1","GeneID:574494","19",53748636,53748722,87,"NR_030216","","MIR521-1","19",TRUE
"GeneID:344967","LOC344967","acyl-CoA thioesterase 7 pseudogene","GeneID:344967","4",40042917,40057199,14283,"NR_027277","","LOC344967","4",TRUE
"GeneID:84331","FAM195A","family with sequence similarity 195, member A","GeneID:84331","16",641849,648474,6626,"NM_138418","NP_612427","FAM195A","16",TRUE
"GeneID:440386","LOC440386","uncharacterized LOC440386","GeneID:440386","16",74367370,74369826,2457,"XR_243473","","LOC440386","16",TRUE
"GeneID:54504","CPVL","carboxypeptidase, vitellogenic-like","GeneID:54504","7",28995631,29146537,150907,"NM_019029","NP_061902","CPVL","7",TRUE
"GeneID:25893","TRIM58","tripartite motif containing 58","GeneID:25893","1",247857199,247880138,22940,"NM_015431","NP_056246","TRIM58","1",TRUE
"GeneID:7109","TRAPPC10","trafficking protein particle complex 10","GeneID:7109","21",44012325,44106552,94228,"NM_003274","NP_003265","TRAPPC10","21",FALSE
"GeneID:203100","HTRA4","HtrA serine peptidase 4","GeneID:203100","8",38974149,38988662,14514,"NM_153692","NP_710159","HTRA4","8",FALSE
"GeneID:100289678","ZNF783","zinc finger family member 783","GeneID:100289678","7",149262171,149284994,22824,"NM_001195220","NP_001182149","ZNF783","7",TRUE
"GeneID:102724405","LOC102724405","immunoglobulin superfamily member 3-like","GeneID:102724405","22",21228766,21229970,1205,"XM_006724391","XP_006724454","LOC102724405",NA,FALSE
"GeneID:117608","ZNF354B","zinc finger protein 354B","GeneID:117608","5",178859953,178884423,24471,"NM_058230","NP_478137","ZNF354B","5",TRUE
"GeneID:101927457","LINC01522","long intergenic non-protein coding RNA 1522","GeneID:101927457","20",47980093,47990117,10025,"NR_110027","","LINC01522","20",TRUE
"GeneID:27044","SND1","staphylococcal nuclease and tudor domain containing 1","GeneID:27044","7",127652148,128092607,440460,"NM_014390","NP_055205","SND1","7",TRUE
"GeneID:64396","GMCL1P1","germ cell-less, spermatogenesis associated 1 pseudogene 1","GeneID:64396","5",178184510,178187432,2923,"NR_003281","","GMCL1P1","5",TRUE
"GeneID:119692","OR51S1","olfactory receptor, family 51, subfamily S, member 1","GeneID:119692","11",4848237,4849208,972,"NM_001004758","NP_001004758","OR51S1","11",FALSE
"GeneID:282616","IFNL2","interferon, lambda 2","GeneID:282616","19",39268517,39270092,1576,"NM_172138","NP_742150","IFNL2","19",FALSE
"GeneID:26716","OR2H1","olfactory receptor, family 2, subfamily H, member 1","GeneID:26716","6",29458453,29464322,5870,"NM_030883","NP_112145","OR2H1","6",FALSE
"GeneID:64236","PDLIM2","PDZ and LIM domain 2 (mystique)","GeneID:64236","8",22578741,22594298,15558,"NM_021630","NP_067643","PDLIM2","8",FALSE
"GeneID:344892","RTP2","receptor (chemosensory) transporter protein 2","GeneID:344892","3",187698259,187702557,4299,"NM_001004312","NP_001004312","RTP2","3",TRUE
"GeneID:100996485","C5orf66","chromosome 5 open reading frame 66","GeneID:100996485","5",135033280,135344680,311401,"NM_001277348","NP_001264277","C5orf66","5",TRUE
"GeneID:645434","LOC645434","uncharacterized LOC645434","GeneID:645434","6",139468995,139474596,5602,"NR_033919","","LOC645434","6",TRUE
"GeneID:344905","ATP13A5","ATPase type 13A5","GeneID:344905","3",193275042,193378725,103684,"NM_198505","NP_940907","ATP13A5","3",TRUE
"GeneID:102465140","MIR6134","microRNA 6134","GeneID:102465140","X",28495555,28495663,109,"NR_106750","","MIR6134","X",TRUE
"GeneID:57037","ANKMY2","ankyrin repeat and MYND domain containing 2","GeneID:57037","7",16599776,16645817,46042,"NM_020319","NP_064715","ANKMY2","7",TRUE
"GeneID:10777","ARPP21","cAMP-regulated phosphoprotein, 21kDa","GeneID:10777","3",35679787,35794496,114710,"NM_001267619","NP_001254548","ARPP21","3",FALSE
"GeneID:26276","VPS33B","vacuolar protein sorting 33 homolog B (yeast)","GeneID:26276","15",90998416,91022621,24206,"NM_018668","NP_061138","VPS33B","15",TRUE
"GeneID:9435","CHST2","carbohydrate (N-acetylglucosamine-6-O) sulfotransferase 2","GeneID:9435","3",143119776,143124014,4239,"NM_004267","NP_004258","CHST2","3",FALSE
"GeneID:204851","HIPK1","homeodomain interacting protein kinase 1","GeneID:204851","1",113929374,113977869,48496,"NM_198268","NP_938009","HIPK1","1",FALSE
"GeneID:102723952","LOC102723952","ubiquitin-conjugating enzyme E2 variant 1-like","GeneID:102723952","X",122010971,122030384,19414,"XM_006724801","XP_006724864","LOC102723952","X",TRUE
"GeneID:102465839","MIR7852","microRNA 7852","GeneID:102465839","1",107897223,107897304,82,"NR_107006","","MIR7852","1",TRUE
"GeneID:5201","PFDN1","prefoldin subunit 1","GeneID:5201","5",140245050,140303104,58055,"NM_002622","NP_002613","PFDN1","5",TRUE
"GeneID:92521","SPECC1","sperm antigen with calponin homology and coiled-coil domains 1","GeneID:92521","17",20009336,20314759,305424,"NM_001243439","NP_001230368","SPECC1","17",TRUE
"GeneID:258","AMBN","ameloblastin (enamel matrix protein)","GeneID:258","4",70592258,70607288,15031,"NM_016519","NP_057603","AMBN","4",TRUE
"GeneID:5893","RAD52","RAD52 homolog (S. cerevisiae)","GeneID:5893","12",912089,949697,37609,"NM_134424","NP_602296","RAD52","12",TRUE
"GeneID:3558","IL2","interleukin 2","GeneID:3558","4",122451470,122456495,5026,"NM_000586","NP_000577","IL2","4",TRUE
"GeneID:9880","ZBTB39","zinc finger and BTB domain containing 39","GeneID:9880","12",56998833,57006513,7681,"NM_014830","NP_055645","ZBTB39","12",TRUE
"GeneID:64215","DNAJC1","DnaJ (Hsp40) homolog, subfamily C, member 1","GeneID:64215","10",21756548,22003721,247174,"NM_022365","NP_071760","DNAJC1","10",TRUE
"GeneID:2894","GRID1","glutamate receptor, ionotropic, delta 1","GeneID:2894","10",85599555,86366493,766939,"NM_017551","NP_060021","GRID1","10",FALSE
"GeneID:389125","MUSTN1","musculoskeletal, embryonic nuclear protein 1","GeneID:389125","3",52833115,52835219,2105,"NM_205853","NP_995325","MUSTN1","3",TRUE
"GeneID:102724585","LOC102724585","uncharacterized LOC102724585","GeneID:102724585","6",24121446,24130110,8665,"XM_006715294","XP_006715357","LOC102724585",NA,TRUE
"GeneID:102725138","LOC102725138","uncharacterized LOC102725138","GeneID:102725138","16",22008280,22081258,72979,"XM_006726612","XP_006726675","LOC102725138","16",FALSE
"GeneID:100507054","LOC100507054","uncharacterized LOC100507054","GeneID:100507054","4",1574062,1580516,6455,"XR_108535","","LOC100507054",NA,FALSE
"GeneID:340990","OTOG","otogelin","GeneID:340990","11",17547373,17645944,98572,"NM_001277269","NP_001264198","OTOG","11",FALSE
"GeneID:102724534","LOC102724534","uncharacterized LOC102724534","GeneID:102724534","18",11695144,11714212,19069,"XR_430061","","LOC102724534",NA,TRUE
"GeneID:100073347","MIMT1","MER1 repeat containing imprinted transcript 1 (non-protein coding)","GeneID:100073347","19",56840902,56848554,7653,"NR_024059","","MIMT1","19",TRUE
"GeneID:387103","CENPW","centromere protein W","GeneID:387103","6",126339789,126348875,9087,"NM_001286524","NP_001273453","CENPW","6",FALSE
"GeneID:284424","MIR7-3HG","MIR7-3 host gene (non-protein coding)","GeneID:284424","19",4769105,4772556,3452,"NR_027148","","MIR7-3HG","19",TRUE
"GeneID:693164","MIR579","microRNA 579","GeneID:693164","5",32394378,32394475,98,"NR_030305","","MIR579","5",TRUE
"GeneID:100288637","LOC100288637","OTU deubiquitinase 7A pseudogene","GeneID:100288637","15",30646115,30773009,126895,"NR_038253","","LOC100288637","15",FALSE
"GeneID:390","RND3","Rho family GTPase 3","GeneID:390","2",150468193,150487695,19503,"NM_001254738","NP_001241667","RND3","2",FALSE
"GeneID:102724735","LOC102724735","uncharacterized LOC102724735","GeneID:102724735","12",87690793,87695588,4796,"XR_429166","","LOC102724735",NA,TRUE
"GeneID:101926971","LINC01284","long intergenic non-protein coding RNA 1284","GeneID:101926971","X",51095836,51171400,75565,"NR_110382","","LINC01284","X",FALSE
"GeneID:100874158","LINC00398","long intergenic non-protein coding RNA 398","GeneID:100874158","13",30803206,30810645,7440,"NR_047012","","LINC00398","13",TRUE
"GeneID:56943","ENY2","enhancer of yellow 2 homolog (Drosophila)","GeneID:56943","8",109334323,109345960,11638,"NM_020189","NP_064574","ENY2","8",FALSE
"GeneID:100131089","SRP14-AS1","SRP14 antisense RNA1 (head to head)","GeneID:100131089","15",40039311,40067509,28199,"NR_040059","","SRP14-AS1","15",FALSE
"GeneID:100500847","MIR3615","microRNA 3615","GeneID:100500847","17",74748613,74748699,87,"NR_037409","","MIR3615","17",TRUE
"GeneID:56923","NMUR2","neuromedin U receptor 2","GeneID:56923","5",152391541,152405279,13739,"NM_020167","NP_064552","NMUR2","5",TRUE
"GeneID:132946","ARL9","ADP-ribosylation factor-like 9","GeneID:132946","4",56505209,56523892,18684,"NM_206919","NP_996802","ARL9","4",FALSE
"GeneID:57448","BIRC6","baculoviral IAP repeat containing 6","GeneID:57448","2",32357028,32618899,261872,"NM_016252","NP_057336","BIRC6","2",FALSE
"GeneID:146956","EME1","essential meiotic structure-specific endonuclease 1","GeneID:146956","17",50373220,50381459,8240,"NM_152463","NP_689676","EME1","17",TRUE
"GeneID:64284","RAB17","RAB17, member RAS oncogene family","GeneID:64284","2",237574322,237591126,16805,"NM_022449","NP_071894","RAB17","2",TRUE
"GeneID:100271722","LINC00899","long intergenic non-protein coding RNA 899","GeneID:100271722","22",46039907,46044868,4962,"NR_027036","","LINC00899","22",TRUE
"GeneID:27352","SGSM3","small G protein signaling modulator 3","GeneID:27352","22",40370591,40410289,39699,"NM_015705","NP_056520","SGSM3","22",TRUE
"GeneID:65217","PCDH15","protocadherin-related 15","GeneID:65217","10",53821100,54801291,980192,"NM_001142763","NP_001136235","PCDH15","10",FALSE
"GeneID:3065","HDAC1","histone deacetylase 1","GeneID:3065","1",32292107,32333623,41517,"NM_004964","NP_004955","HDAC1","1",FALSE
"GeneID:102724670","LOC102724670","uncharacterized LOC102724670","GeneID:102724670","8",90669046,90670852,1807,"XR_428389","","LOC102724670","8",TRUE
"GeneID:124975","GGT6","gamma-glutamyltransferase 6","GeneID:124975","17",4556927,4560596,3670,"NM_001288702","NP_001275631","GGT6","17",TRUE
"GeneID:1431","CS","citrate synthase","GeneID:1431","12",56271699,56300391,28693,"NM_004077","NP_004068","CS","12",FALSE
"GeneID:2194","FASN","fatty acid synthase","GeneID:2194","17",82078338,82098230,19893,"NM_004104","NP_004095","FASN","17",FALSE
"GeneID:8318","CDC45","cell division cycle 45","GeneID:8318","22",19479826,19520612,40787,"NM_003504","NP_003495","CDC45","22",FALSE
"GeneID:6144","RPL21","ribosomal protein L21","GeneID:6144","13",27251555,27256568,5014,"NM_000982","NP_000973","RPL21","13",TRUE
"GeneID:55907","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase","GeneID:55907","12",22046176,22065674,19499,"NM_018686","NP_061156","CMAS","12",TRUE
"GeneID:102725172","LOC102725172","uncharacterized LOC102725172","GeneID:102725172","2",46537540,46542412,4873,"XR_431423","","LOC102725172",NA,TRUE
"GeneID:23401","FRAT2","frequently rearranged in advanced T-cell lymphomas 2","GeneID:23401","10",97332497,97334701,2205,"NM_012083","NP_036215","FRAT2","10",FALSE
"GeneID:102725406","LOC102725406","UPF0627 protein ENSP00000358171-like","GeneID:102725406","1",121012505,121013302,798,"XM_006710255","XP_006710318","LOC102725406",NA,FALSE
"GeneID:53828","FXYD4","FXYD domain containing ion transport regulator 4","GeneID:53828","10",43371644,43376335,4692,"NM_001184963","NP_001171892","FXYD4","10",TRUE
"GeneID:6510","SLC1A5","solute carrier family 1 (neutral amino acid transporter), member 5","GeneID:6510","19",46774883,46788585,13703,"NM_005628","NP_005619","SLC1A5","19",TRUE
"GeneID:4712","NDUFB6","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa","GeneID:4712","9",32553526,32573184,19659,"NM_002493","NP_002484","NDUFB6","9",TRUE
"GeneID:1911","PHC1","polyhomeotic homolog 1 (Drosophila)","GeneID:1911","12",8914720,8941467,26748,"NM_004426","NP_004417","PHC1","12",FALSE
"GeneID:85478","CCDC65","coiled-coil domain containing 65","GeneID:85478","12",48904110,48921576,17467,"NM_033124","NP_149115","CCDC65","12",TRUE
"GeneID:102723898","LOC102723898","uncharacterized LOC102723898","GeneID:102723898","14",67722156,67727080,4925,"XR_429373","","LOC102723898",NA,FALSE
"GeneID:399687","MYO18A","myosin XVIIIA","GeneID:399687","17",29073510,29180389,106880,"NM_078471","NP_510880","MYO18A","17",TRUE
"GeneID:574411","MIR451A","microRNA 451a","GeneID:574411","17",28861369,28861440,72,"NR_029970","","MIR451A","17",TRUE
"GeneID:5324","PLAG1","pleiomorphic adenoma gene 1","GeneID:5324","8",56160909,56211300,50392,"NM_001114634","NP_001108106","PLAG1","8",FALSE
"GeneID:10135","NAMPT","nicotinamide phosphoribosyltransferase","GeneID:10135","7",106248285,106285192,36908,"NM_005746","NP_005737","NAMPT","7",TRUE
"GeneID:4300","MLLT3","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3","GeneID:4300","9",20341665,20621987,280323,"NM_001286691","NP_001273620","MLLT3","9",TRUE
"GeneID:10818","FRS2","fibroblast growth factor receptor substrate 2","GeneID:10818","12",69470349,69579793,109445,"NM_001278357","NP_001265286","FRS2","12",FALSE
"GeneID:129401","NUP35","nucleoporin 35kDa","GeneID:129401","2",183124355,183161684,37330,"NM_138285","NP_612142","NUP35","2",TRUE
"GeneID:92305","TMEM129","transmembrane protein 129, E3 ubiquitin protein ligase","GeneID:92305","4",1715952,1721357,5406,"NM_001127266","NP_001120738","TMEM129","4",TRUE
"GeneID:29780","PARVB","parvin, beta","GeneID:29780","22",43999211,44169233,170023,"NM_001003828","NP_001003828","PARVB","22",TRUE
"GeneID:22941","SHANK2","SH3 and multiple ankyrin repeat domains 2","GeneID:22941","11",70467856,71224762,756907,"NM_012309","NP_036441","SHANK2","11",TRUE
"GeneID:85300","ATCAY","ataxia, cerebellar, Cayman type","GeneID:85300","19",3880620,3928082,47463,"NM_033064","NP_149053","ATCAY","19",FALSE
"GeneID:23237","ARC","activity-regulated cytoskeleton-associated protein","GeneID:23237","8",142611044,142614472,3429,"NM_015193","NP_056008","ARC","8",TRUE
"GeneID:101929591","KIZ-AS1","KIZ antisense RNA 1","GeneID:101929591","20",21194404,21218289,23886,"NR_109956","","KIZ-AS1","20",TRUE
"GeneID:94239","H2AFV","H2A histone family, member V","GeneID:94239","7",44833614,44848126,14513,"NM_012412","NP_036544","H2AFV","7",TRUE
"GeneID:3157","HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)","GeneID:3157","5",43287470,43313512,26043,"NM_002130","NP_002121","HMGCS1","5",TRUE
"GeneID:57718","PPP4R4","protein phosphatase 4, regulatory subunit 4","GeneID:57718","14",94174312,94279735,105424,"NM_058237","NP_478144","PPP4R4","14",TRUE
"GeneID:81550","TDRD3","tudor domain containing 3","GeneID:81550","13",60397293,60573879,176587,"NM_001146070","NP_001139542","TDRD3","13",TRUE
"GeneID:51411","BIN2","bridging integrator 2","GeneID:51411","12",51281038,51324154,43117,"NM_016293","NP_057377","BIN2","12",TRUE
"GeneID:170627","XAGE5","X antigen family, member 5","GeneID:170627","X",52812204,52818298,6095,"NM_130775","NP_570131","XAGE5","X",FALSE
"GeneID:170825","GSX2","GS homeobox 2","GeneID:170825","4",54100081,54101955,1875,"NM_133267","NP_573574","GSX2","4",TRUE
"GeneID:101927888","LOC101927888","uncharacterized LOC101927888","GeneID:101927888","6",4344632,4346897,2266,"XR_241961","","LOC101927888","6",TRUE
"GeneID:101929849","LOC101929849","SAGA-associated factor 29 homolog","GeneID:101929849","16",29465048,29466310,1263,"XM_006726619","XP_006726682","LOC101929849",NA,TRUE
"GeneID:101929651","LINC01398","long intergenic non-protein coding RNA 1398","GeneID:101929651","1",46446673,46449704,3032,"NR_121680","","LINC01398","1",TRUE
"GeneID:171546","SPTSSA","serine palmitoyltransferase, small subunit A","GeneID:171546","14",34432938,34462262,29325,"NM_138288","NP_612145","SPTSSA","14",FALSE
"GeneID:126668","TDRD10","tudor domain containing 10","GeneID:126668","1",154502219,154548147,45929,"NM_001098475","NP_001091945","TDRD10","1",TRUE
"GeneID:6730","SRP68","signal recognition particle 68kDa","GeneID:6730","17",76038775,76072526,33752,"NM_014230","NP_055045","SRP68","17",TRUE
"GeneID:101929950","LOC101929950","puromycin-sensitive aminopeptidase-like protein-like","GeneID:101929950","17",38078235,38129804,51570,"XM_006726739","XP_006726802","LOC101929950","17",TRUE
"GeneID:728492","SERF1B","","GeneID:728492","5",70025251,70043108,17858,"NM_022978","NP_075267","SERF1B","5",FALSE
